day,temperature_2m,apparent_temperature,et0_fao_evapotranspiration,soil_temperature_0_to_7cm
2022-11-07,27.053917,31.981056,0.18769842,29.16004
2022-11-08,26.839333,31.412657,0.15097512,29.16004
2022-11-09,27.508081,32.68468,0.18722634,29.16004
2022-11-10,27.708084,32.62263,0.18138547,29.16004
2022-11-11,27.966415,33.42291,0.16189966,29.16004
2022-11-12,27.389334,32.582035,0.1743853,29.16004
2022-11-13,26.908083,31.28933,0.15979768,29.16004
2022-11-14,27.501833,31.879175,0.15663636,29.16004
2022-11-15,26.758081,31.593018,0.17979886,29.16004
2022-11-16,27.935999,33.289196,0.17288359,28.266624
2022-11-17,27.64475,33.288563,0.14590962,28.667665
2022-11-18,26.78225,32.05524,0.13460511,27.959333
2022-11-19,25.934332,30.478996,0.08804458,26.440582
2022-11-20,25.117666,30.013391,0.04774567,25.586416
2022-11-21,26.023916,31.65214,0.0761377,26.296831
2022-11-22,26.123917,31.993795,0.07864853,26.694748
2022-11-23,26.067665,30.709402,0.10205377,26.53225
2022-11-24,25.9885,30.780272,0.1059221,26.496832
2022-11-25,26.544748,31.769175,0.13753864,26.915583
2022-11-26,26.3385,31.876837,0.11356413,27.117666
2022-11-27,26.748917,31.954895,0.13448456,27.263498
2022-11-28,27.546831,32.834263,0.15553455,27.873917
2022-11-29,27.815582,33.132015,0.16559906,28.371832
2022-11-30,27.69475,33.336807,0.15477966,28.490583
2022-12-01,28.388498,33.874905,0.17307723,28.94475
2022-12-02,27.705168,33.028828,0.14744145,28.342667
2022-12-03,26.80725,32.636463,0.1231848,27.790583
2022-12-04,26.751,32.030502,0.12264409,27.459333
2022-12-05,27.44475,32.863117,0.15215252,28.346832
2022-12-06,27.730165,33.46709,0.1589552,28.521833
2022-12-07,27.2385,32.87291,0.15333515,28.290583
2022-12-08,27.842667,33.27287,0.16815506,28.548914
2022-12-09,27.380165,32.549473,0.16263643,28.440582
2022-12-10,27.092667,31.763132,0.16570134,28.096832
2022-12-11,26.884333,31.21599,0.17168456,27.853083
2022-12-12,26.169748,29.510332,0.17784767,27.276
2022-12-13,25.267664,28.318375,0.1794237,26.3385
2022-12-14,25.486414,28.736341,0.1619787,26.43225
2022-12-15,26.211416,30.55676,0.15389149,26.655167
2022-12-16,27.176,32.393303,0.15334438,27.592667
2022-12-17,27.882248,31.047281,0.19878094,28.034332
2022-12-18,25.121832,25.546824,0.1884446,26.390581
2022-12-19,25.007248,27.697908,0.17072958,26.198915
2022-12-20,26.034332,29.612146,0.17008783,26.773916
2022-12-21,26.673914,31.099915,0.17360975,27.365583
2022-12-22,25.780167,29.635788,0.17489107,26.7885
2022-12-23,25.015581,26.896278,0.17777286,26.026
2022-12-24,24.346832,25.728912,0.17513223,25.603083
2022-12-25,24.455164,26.422663,0.16844358,25.513498
2022-12-26,24.263498,27.134,0.16661504,25.46975
2022-12-27,24.376,27.459982,0.156009,25.236414
2022-12-28,25.092667,28.335638,0.17524149,25.740583
2022-12-29,25.850998,29.693344,0.17200391,26.505165
2022-12-30,25.509333,27.764662,0.14009576,26.3135
2022-12-31,25.190582,26.799116,0.16112421,26.009333
2023-01-01,25.242666,27.764717,0.12188979,25.923914
2023-01-02,26.330164,30.274889,0.14211683,26.723915
2023-01-03,27.165583,29.560915,0.19107144,27.392664
2023-01-04,26.950998,28.792593,0.16998106,26.944748
2023-01-05,23.778082,25.532698,0.08686581,24.984331
2023-01-06,25.380165,26.350168,0.1342577,25.6135
2023-01-07,23.740583,25.099325,0.10749704,25.065582
2023-01-08,24.492666,27.932869,0.064815976,24.992666
2023-01-09,25.617666,30.5976,0.07475384,26.055166
2023-01-10,25.265581,29.50129,0.08672892,25.603083
2023-01-11,25.846832,30.058142,0.11313259,26.171831
2023-01-12,26.075998,30.470095,0.14693494,26.725998
2023-01-13,26.455164,31.404001,0.14716946,27.196833
2023-01-14,26.926,31.167389,0.16019104,27.398916
2023-01-15,27.075998,30.954857,0.1907845,27.411415
2023-01-16,26.698915,30.815231,0.18091346,27.728083
2023-01-17,26.638498,30.511864,0.17910542,27.751
2023-01-18,26.273916,28.75007,0.18005027,27.453081
2023-01-19,26.465582,29.678879,0.1599351,27.334333
2023-01-20,27.003082,30.616587,0.16352049,27.692665
2023-01-21,27.661415,31.720446,0.17935288,28.43225
2023-01-22,27.517668,32.049164,0.15075529,28.303083
2023-01-23,27.640581,32.22833,0.16429426,28.505165
2023-01-24,28.130165,30.442293,0.20775026,28.905167
2023-01-25,25.292665,27.06442,0.13776477,26.419748
2023-01-26,26.217667,29.126387,0.152912,26.946833
2023-01-27,26.944748,30.443651,0.14813423,27.442665
2023-01-28,26.65725,27.628107,0.20153208,27.6635
2023-01-29,24.90725,26.226624,0.15606894,26.200998
2023-01-30,24.534332,27.04748,0.18009746,25.859331
2023-01-31,26.390581,30.062704,0.19063596,26.986414
2023-02-01,26.746832,31.016893,0.12752514,27.115583
2023-02-02,26.755165,31.84751,0.13033652,27.167665
2023-02-03,27.703081,31.664381,0.16955931,28.046831
2023-02-04,28.121834,31.509382,0.20772018,28.903084
2023-02-05,27.575998,31.47439,0.18935029,28.5385
2023-02-06,27.417665,31.433832,0.17053209,28.340582
2023-02-07,27.828081,31.827856,0.18991733,28.761415
2023-02-08,27.948915,32.158787,0.18430434,29.192665
2023-02-09,28.09475,31.398127,0.21079177,29.06975
2023-02-10,28.301,31.732103,0.21934468,29.426
